AL,AR,CN,DS,GV,HCI,IAS,IM,IS,NC,OS,PBD,PD,PL,SDF,SE,SF,SP,C1,C2,C3,C3a,C3b
0.4518,0.0151,0.0111,0.0244,0.0505,0.1084,0.0179,0.0531,0.0228,0.0414,0.0044,0.0173,0.0217,0.0219,0.0503,0.0358,0.0227,0.0294,0.1736,0.5606,0.2658,0.0895,0.1763
